name,num_points,width,height,points,uuid,image_path,type,variant,id,image,order,gt_image,task,description
Maltese-Cross-Silhouette,30,1.0,1.0,"[{'x': 0.050000000000000024, 'y': 0.6351371029938707, 'order': 1}, {'x': 0.05000000000000014, 'y': 0.48881857436986675, 'order': 2}, {'x': 0.05000000000000026, 'y': 0.3425000457458626, 'order': 3}, {'x': 0.1893862316172228, 'y': 0.38700335294034455, 'order': 4}, {'x': 0.33235308137279307, 'y': 0.41591755181144563, 'order': 5}, {'x': 0.4231304096643234, 'y': 0.38263491039590003, 'order': 6}, {'x': 0.40235433898778267, 'y': 0.2377989110520328, 'order': 7}, {'x': 0.35794993039906514, 'y': 0.09838982241412594, 'order': 8}, {'x': 0.43802202148556424, 'y': 0.05000000000000013, 'order': 9}, {'x': 0.5843405501095684, 'y': 0.050000000000000315, 'order': 10}, {'x': 0.6352483677643835, 'y': 0.11969298512434436, 'order': 11}, {'x': 0.5944704805807588, 'y': 0.25993501591494356, 'order': 12}, {'x': 0.5736944306151975, 'y': 0.4047710182297061, 'order': 13}, {'x': 0.6897831939969181, 'y': 0.41274221487721285, 'order': 14}, {'x': 0.8319171357509336, 'y': 0.38020158823525163, 'order': 15}, {'x': 0.9499999960066116, 'y': 0.364862904783249, 'order': 16}, {'x': 0.9499999698783074, 'y': 0.5111814334072506, 'order': 17}, {'x': 0.9499999437500033, 'y': 0.6574999620312526, 'order': 18}, {'x': 0.8106136108870697, 'y': 0.6129964562174748, 'order': 19}, {'x': 0.6676467603831852, 'y': 0.5840822594344259, 'order': 20}, {'x': 0.5768697357307881, 'y': 0.6173651897489778, 'order': 21}, {'x': 0.5976457893673277, 'y': 0.7622011915371558, 'order': 22}, {'x': 0.6420501430728205, 'y': 0.9016103007400247, 'order': 23}, {'x': 0.5619778388481727, 'y': 0.9500000000000001, 'order': 24}, {'x': 0.4156593102241688, 'y': 0.95, 'order': 25}, {'x': 0.36475171160890163, 'y': 0.8803068936056998, 'order': 26}, {'x': 0.40552965700219334, 'y': 0.740064882058524, 'order': 27}, {'x': 0.42630568477132863, 'y': 0.5952288765597891, 'order': 28}, {'x': 0.31021692242997234, 'y': 0.5872576520676898, 'order': 29}, {'x': 0.16808297702398245, 'y': 0.6197982570323877, 'order': 30}]",8f8f66ce-9d78-4195-87e0-236722b19e24,/Users/log/Github/sketchvlm/datasets/connect_dots_dataset/outlines_gt/Maltese-Cross-Silhouette.png,outlines,outlines_gt,,,,,,
hedgehog,30,1.0,1.0,"[{'x': 0.06173586522237534, 'y': 0.43697591588883833, 'order': 1}, {'x': 0.1510111393467971, 'y': 0.44053513117580406, 'order': 2}, {'x': 0.1999547464681714, 'y': 0.5261032399258079, 'order': 3}, {'x': 0.21611917444389497, 'y': 0.6086291432191799, 'order': 4}, {'x': 0.2560369062850669, 'y': 0.6631282073426287, 'order': 5}, {'x': 0.31349256539553777, 'y': 0.7130022585699901, 'order': 6}, {'x': 0.38225307029606365, 'y': 0.7444010079625195, 'order': 7}, {'x': 0.44887536422696506, 'y': 0.7591991401952111, 'order': 8}, {'x': 0.5211498131850556, 'y': 0.762746908740535, 'order': 9}, {'x': 0.6049626670957219, 'y': 0.7731320849064627, 'order': 10}, {'x': 0.6850976354803912, 'y': 0.7663203670542781, 'order': 11}, {'x': 0.7575278431621644, 'y': 0.7392763578402728, 'order': 12}, {'x': 0.8194297086778349, 'y': 0.7019968894761, 'order': 13}, {'x': 0.877718762296622, 'y': 0.6445030986269805, 'order': 14}, {'x': 0.9159087018127028, 'y': 0.579917251177096, 'order': 15}, {'x': 0.928359491649122, 'y': 0.5160290367652447, 'order': 16}, {'x': 0.926231285163843, 'y': 0.4420440853503792, 'order': 17}, {'x': 0.8954781445381066, 'y': 0.3743203888918969, 'order': 18}, {'x': 0.8919130185915786, 'y': 0.3248224120695286, 'order': 19}, {'x': 0.9193909654377859, 'y': 0.3019164442695866, 'order': 20}, {'x': 0.824860030186652, 'y': 0.26712911560669195, 'order': 21}, {'x': 0.7480896703541783, 'y': 0.2186233574970846, 'order': 22}, {'x': 0.6471452684550608, 'y': 0.21600994299256987, 'order': 23}, {'x': 0.6016765147295734, 'y': 0.2540017440907894, 'order': 24}, {'x': 0.500698288313462, 'y': 0.2540017440907896, 'order': 25}, {'x': 0.4172903518728527, 'y': 0.2194029410912441, 'order': 26}, {'x': 0.31652672426836587, 'y': 0.21864052600307227, 'order': 27}, {'x': 0.26807279651043486, 'y': 0.2608669327774728, 'order': 28}, {'x': 0.17403214937600808, 'y': 0.2952975459847381, 'order': 29}, {'x': 0.09816696894435116, 'y': 0.3594634835060851, 'order': 30}]",639bb742-7ad5-4767-be53-1706d926992b,/Users/log/Github/sketchvlm/datasets/connect_dots_dataset/outlines_gt/hedgehog.png,outlines,outlines_gt,,,,,,
woman-shoe-silhouette-2,30,1.0,1.0,"[{'x': 0.1724188529018098, 'y': 0.5118571156290709, 'order': 1}, {'x': 0.2223542844119621, 'y': 0.42258596775068197, 'order': 2}, {'x': 0.25271914176689647, 'y': 0.32517850413726607, 'order': 3}, {'x': 0.2674184625744107, 'y': 0.22396059200479612, 'order': 4}, {'x': 0.26763602822710564, 'y': 0.1216726610356915, 'order': 5}, {'x': 0.3047327509333246, 'y': 0.1886713719481041, 'order': 6}, {'x': 0.30325989793627883, 'y': 0.29094901304174386, 'order': 7}, {'x': 0.3458540391501553, 'y': 0.31486785599798867, 'order': 8}, {'x': 0.37954145116865495, 'y': 0.2188057811161426, 'order': 9}, {'x': 0.4039639365681847, 'y': 0.11947588948960322, 'order': 10}, {'x': 0.48089654418462635, 'y': 0.06123654063005969, 'order': 11}, {'x': 0.5821799909879124, 'y': 0.05262426460267576, 'order': 12}, {'x': 0.6829331856424868, 'y': 0.06894364132475217, 'order': 13}, {'x': 0.7828159400797061, 'y': 0.09099631757196651, 'order': 14}, {'x': 0.8276066955827674, 'y': 0.1666930793701321, 'order': 15}, {'x': 0.7805786394328814, 'y': 0.24571802222619704, 'order': 16}, {'x': 0.6910911683712885, 'y': 0.2947368913166529, 'order': 17}, {'x': 0.6169918213819028, 'y': 0.36462634880871453, 'order': 18}, {'x': 0.5860617117411293, 'y': 0.4615148871143537, 'order': 19}, {'x': 0.5701308317496856, 'y': 0.5616797927525475, 'order': 20}, {'x': 0.554293569488826, 'y': 0.6620567369127762, 'order': 21}, {'x': 0.5383873482486333, 'y': 0.7592603389952658, 'order': 22}, {'x': 0.5250876308879523, 'y': 0.8578755314083442, 'order': 23}, {'x': 0.45687364592371416, 'y': 0.8987140462777031, 'order': 24}, {'x': 0.3546203116773593, 'y': 0.8960418189046027, 'order': 25}, {'x': 0.25753229075045797, 'y': 0.9036370576869958, 'order': 26}, {'x': 0.2232192605940472, 'y': 0.9122834451287843, 'order': 27}, {'x': 0.2213084513911177, 'y': 0.8100130487678616, 'order': 28}, {'x': 0.21334131354214278, 'y': 0.7083685142908422, 'order': 29}, {'x': 0.18185508289004665, 'y': 0.611404383627905, 'order': 30}]",b7e97b71-cea6-4f21-8de4-9607ae14eb4e,/Users/log/Github/sketchvlm/datasets/connect_dots_dataset/outlines_gt/woman-shoe-silhouette-2.png,outlines,outlines_gt,,,,,,
camera-silhouette,30,1.0,1.0,"[{'x': 0.05010231739132083, 'y': 0.43601657355939494, 'order': 1}, {'x': 0.05277646564745374, 'y': 0.2842128873192521, 'order': 2}, {'x': 0.09720018651075865, 'y': 0.16112006400430967, 'order': 3}, {'x': 0.2490308768445438, 'y': 0.16051825999525265, 'order': 4}, {'x': 0.40086156717832894, 'y': 0.15991645598619567, 'order': 5}, {'x': 0.5526922575121143, 'y': 0.15931465197713868, 'order': 6}, {'x': 0.7045229478458994, 'y': 0.1587128479680817, 'order': 7}, {'x': 0.8563536381796846, 'y': 0.1581110439590247, 'order': 8}, {'x': 0.9411583159025889, 'y': 0.24813342849115305, 'order': 9}, {'x': 0.9489469001197945, 'y': 0.399641962617334, 'order': 10}, {'x': 0.9401910609966674, 'y': 0.5512211695572997, 'order': 11}, {'x': 0.8922928246902126, 'y': 0.6898849302653906, 'order': 12}, {'x': 0.7623612545778056, 'y': 0.7653900339755955, 'order': 13}, {'x': 0.6401853744615166, 'y': 0.8392126480169544, 'order': 14}, {'x': 0.5925241267788522, 'y': 0.7726579367986233, 'order': 15}, {'x': 0.6571913069667453, 'y': 0.6392315493420637, 'order': 16}, {'x': 0.7800872973524658, 'y': 0.5549792874382439, 'order': 17}, {'x': 0.8178432379230417, 'y': 0.41178493932788196, 'order': 18}, {'x': 0.7563546935589408, 'y': 0.27775730157473605, 'order': 19}, {'x': 0.6247642543909185, 'y': 0.2100763225805419, 'order': 20}, {'x': 0.47962079125938517, 'y': 0.24401022895252547, 'order': 21}, {'x': 0.39249340374261155, 'y': 0.3646611848258182, 'order': 22}, {'x': 0.3970683965336359, 'y': 0.5129359668800917, 'order': 23}, {'x': 0.49910904246655613, 'y': 0.6203668039338235, 'order': 24}, {'x': 0.592146515166753, 'y': 0.6933510575227216, 'order': 25}, {'x': 0.5639299460692824, 'y': 0.8425380070983035, 'order': 26}, {'x': 0.44170344098025216, 'y': 0.7666054294790051, 'order': 27}, {'x': 0.2985561225196266, 'y': 0.7281425840856693, 'order': 28}, {'x': 0.15201409002851698, 'y': 0.6917671967321568, 'order': 29}, {'x': 0.05735606917672059, 'y': 0.5876750839712243, 'order': 30}]",d8d9e8fb-23ed-4100-9994-96ce814cc080,/Users/log/Github/sketchvlm/datasets/connect_dots_dataset/outlines_gt/camera-silhouette.png,outlines,outlines_gt,,,,,,
Brain-Silhouette-2,30,1.0,1.0,"[{'x': 0.05266287681187698, 'y': 0.6109770072084872, 'order': 1}, {'x': 0.07740230700301293, 'y': 0.5274861327190725, 'order': 2}, {'x': 0.13310776614863834, 'y': 0.46021635965014684, 'order': 3}, {'x': 0.212066476430333, 'y': 0.4230892208155354, 'order': 4}, {'x': 0.25846332572643005, 'y': 0.35195122960606023, 'order': 5}, {'x': 0.3368814996974037, 'y': 0.3104863058488764, 'order': 6}, {'x': 0.425816826954113, 'y': 0.3091145255693753, 'order': 7}, {'x': 0.49602548282851827, 'y': 0.2715142595345628, 'order': 8}, {'x': 0.5418547519401395, 'y': 0.19448830032217607, 'order': 9}, {'x': 0.5927403930520472, 'y': 0.12236480836276584, 'order': 10}, {'x': 0.6138845044156169, 'y': 0.17518806043282314, 'order': 11}, {'x': 0.6830121679814737, 'y': 0.18415991266664755, 'order': 12}, {'x': 0.7703420416207325, 'y': 0.20142150797823144, 'order': 13}, {'x': 0.8286888072601536, 'y': 0.26648409756828983, 'order': 14}, {'x': 0.8857184804071347, 'y': 0.30968385478584626, 'order': 15}, {'x': 0.9383602420141308, 'y': 0.37891910948449015, 'order': 16}, {'x': 0.9493665862785158, 'y': 0.467220014260587, 'order': 17}, {'x': 0.9360001678634271, 'y': 0.5560380146031816, 'order': 18}, {'x': 0.8925494133032912, 'y': 0.634014347947223, 'order': 19}, {'x': 0.8512948021044776, 'y': 0.7101484450850359, 'order': 20}, {'x': 0.7905353670514917, 'y': 0.7753595994069205, 'order': 21}, {'x': 0.7197485005141074, 'y': 0.8269819184641808, 'order': 22}, {'x': 0.6356940592102899, 'y': 0.8588125488127718, 'order': 23}, {'x': 0.5477663471911476, 'y': 0.8764618210912405, 'order': 24}, {'x': 0.4585151513811637, 'y': 0.8817111729810733, 'order': 25}, {'x': 0.3692384767809329, 'y': 0.8727329667193608, 'order': 26}, {'x': 0.28124403152645877, 'y': 0.8567811801375396, 'order': 27}, {'x': 0.20063691702323097, 'y': 0.8202884055730014, 'order': 28}, {'x': 0.1314523545599977, 'y': 0.7640134153460229, 'order': 29}, {'x': 0.07462919542025208, 'y': 0.6958823634043585, 'order': 30}]",37819621-5c7f-440d-baf8-4bfecee4fa63,/Users/log/Github/sketchvlm/datasets/connect_dots_dataset/outlines_gt/Brain-Silhouette-2.png,outlines,outlines_gt,,,,,,
AnimalSilhouettes2-Pig,30,1.0,1.0,"[{'x': 0.05926514201633183, 'y': 0.36435225982342767, 'order': 1}, {'x': 0.1060374272851456, 'y': 0.4482833127009383, 'order': 2}, {'x': 0.15273996862805267, 'y': 0.5318803245763546, 'order': 3}, {'x': 0.12746302632268658, 'y': 0.5971949910090469, 'order': 4}, {'x': 0.14162202152897488, 'y': 0.6152866502769277, 'order': 5}, {'x': 0.22087260839760983, 'y': 0.6705287310141382, 'order': 6}, {'x': 0.31946853818985343, 'y': 0.6868990502588966, 'order': 7}, {'x': 0.41899038461538485, 'y': 0.6949318870192304, 'order': 8}, {'x': 0.5189145393948579, 'y': 0.6928563111039298, 'order': 9}, {'x': 0.6177208967134243, 'y': 0.6839790530747992, 'order': 10}, {'x': 0.713053742248162, 'y': 0.6539658345532525, 'order': 11}, {'x': 0.8045108641002955, 'y': 0.6700992767376859, 'order': 12}, {'x': 0.840261278547879, 'y': 0.5867555327401328, 'order': 13}, {'x': 0.9322018829648449, 'y': 0.553405448173677, 'order': 14}, {'x': 0.9088251519948919, 'y': 0.48518289446656937, 'order': 15}, {'x': 0.8100569806694492, 'y': 0.4743172893935819, 'order': 16}, {'x': 0.7103603566801534, 'y': 0.4783707682803707, 'order': 17}, {'x': 0.7215848683532634, 'y': 0.4380610126862794, 'order': 18}, {'x': 0.8117768850235959, 'y': 0.3961353140783342, 'order': 19}, {'x': 0.7770299566804129, 'y': 0.353116438325933, 'order': 20}, {'x': 0.6837434286694547, 'y': 0.38489956323046726, 'order': 21}, {'x': 0.5877223654256103, 'y': 0.4113296413988304, 'order': 22}, {'x': 0.4915191845269314, 'y': 0.4357924781678457, 'order': 23}, {'x': 0.3924149101255358, 'y': 0.448198709056451, 'order': 24}, {'x': 0.2960874349136377, 'y': 0.4603276263274686, 'order': 25}, {'x': 0.23869600507625915, 'y': 0.39644224661430266, 'order': 26}, {'x': 0.24684548004407603, 'y': 0.3352203814770117, 'order': 27}, {'x': 0.19190750956220254, 'y': 0.4012880914653028, 'order': 28}, {'x': 0.11265613870982968, 'y': 0.4023479103404432, 'order': 29}, {'x': 0.10448656854653457, 'y': 0.3059134834799452, 'order': 30}]",523e2897-4881-444a-bb59-4ef0f5c3e4a4,/Users/log/Github/sketchvlm/datasets/connect_dots_dataset/outlines_gt/AnimalSilhouettes2-Pig.png,outlines,outlines_gt,,,,,,
Birds-Silhouettes-Owl,30,1.0,1.0,"[{'x': 0.1348866125789768, 'y': 0.16711964138247729, 'order': 1}, {'x': 0.23965861244732006, 'y': 0.18890395147735947, 'order': 2}, {'x': 0.18817403243663555, 'y': 0.2554956097676594, 'order': 3}, {'x': 0.235218923333037, 'y': 0.23599070413151657, 'order': 4}, {'x': 0.3462855225837085, 'y': 0.20600075497100664, 'order': 5}, {'x': 0.31262580258886863, 'y': 0.2662454745161023, 'order': 6}, {'x': 0.2653659047691379, 'y': 0.35859822854466233, 'order': 7}, {'x': 0.24165407676862033, 'y': 0.47818036742109654, 'order': 8}, {'x': 0.2072418258672609, 'y': 0.5766951961047716, 'order': 9}, {'x': 0.2115489415376092, 'y': 0.6983912180781611, 'order': 10}, {'x': 0.19693941888186844, 'y': 0.8131194635263156, 'order': 11}, {'x': 0.20828557740439257, 'y': 0.9300993093251564, 'order': 12}, {'x': 0.2880044939050151, 'y': 0.8638651765111348, 'order': 13}, {'x': 0.38168270428417156, 'y': 0.920439128530899, 'order': 14}, {'x': 0.4166959205328191, 'y': 0.8637013322620019, 'order': 15}, {'x': 0.46441340047512153, 'y': 0.755562492516127, 'order': 16}, {'x': 0.5130137822796855, 'y': 0.6470341884107322, 'order': 17}, {'x': 0.5602308309890791, 'y': 0.5351581736495761, 'order': 18}, {'x': 0.5792182790249756, 'y': 0.4151263626513201, 'order': 19}, {'x': 0.5920545625919204, 'y': 0.29389365852583293, 'order': 20}, {'x': 0.6617220700164489, 'y': 0.21369006802661097, 'order': 21}, {'x': 0.7814992289224525, 'y': 0.2067421334206211, 'order': 22}, {'x': 0.8382699545582005, 'y': 0.1747570013106881, 'order': 23}, {'x': 0.71754992151558, 'y': 0.18377915146258567, 'order': 24}, {'x': 0.6025333368880206, 'y': 0.20781828910234876, 'order': 25}, {'x': 0.5720361451942956, 'y': 0.10597684191107257, 'order': 26}, {'x': 0.5019243637796647, 'y': 0.07924057929284696, 'order': 27}, {'x': 0.4433698336688052, 'y': 0.12402690318683582, 'order': 28}, {'x': 0.36012262973941767, 'y': 0.16771953735219847, 'order': 29}, {'x': 0.24829442652916162, 'y': 0.1644506142639521, 'order': 30}]",96e528a4-f536-41fe-9f72-9f41e6b8d26b,/Users/log/Github/sketchvlm/datasets/connect_dots_dataset/outlines_gt/Birds-Silhouettes-Owl.png,outlines,outlines_gt,,,,,,
Man-Head-Silhouette,30,1.0,1.0,"[{'x': 0.10094710257461956, 'y': 0.5087830176035162, 'order': 1}, {'x': 0.1519139440423385, 'y': 0.4462530153095888, 'order': 2}, {'x': 0.15781948090672662, 'y': 0.36260909175539036, 'order': 3}, {'x': 0.16416161403174395, 'y': 0.2764917728690995, 'order': 4}, {'x': 0.17348064862746163, 'y': 0.18542618683771708, 'order': 5}, {'x': 0.26663148243881757, 'y': 0.16338764507303752, 'order': 6}, {'x': 0.35489464403941645, 'y': 0.1452618631048281, 'order': 7}, {'x': 0.3804032527791162, 'y': 0.0500000000000003, 'order': 8}, {'x': 0.4796456083789245, 'y': 0.0500000000000003, 'order': 9}, {'x': 0.5788879639787329, 'y': 0.0500000000000003, 'order': 10}, {'x': 0.6781303195785412, 'y': 0.0500000000000003, 'order': 11}, {'x': 0.7773726751783495, 'y': 0.0500000000000003, 'order': 12}, {'x': 0.8105800558012564, 'y': 0.10567286454527777, 'order': 13}, {'x': 0.7939901145359617, 'y': 0.2035085710655598, 'order': 14}, {'x': 0.7879031636928431, 'y': 0.3025640816363113, 'order': 15}, {'x': 0.8289871912603762, 'y': 0.3917094937218653, 'order': 16}, {'x': 0.877181821119284, 'y': 0.4779360234414672, 'order': 17}, {'x': 0.9019461250833968, 'y': 0.5736601065643112, 'order': 18}, {'x': 0.9044090514652249, 'y': 0.6724244838213324, 'order': 19}, {'x': 0.8765504050815122, 'y': 0.7674172189981054, 'order': 20}, {'x': 0.817479619356171, 'y': 0.8462396582501732, 'order': 21}, {'x': 0.7366145073241056, 'y': 0.9025158380949178, 'order': 22}, {'x': 0.6432506717154711, 'y': 0.9339783622520254, 'order': 23}, {'x': 0.5454799303001984, 'y': 0.9473215034524235, 'order': 24}, {'x': 0.4470756203383561, 'y': 0.9399253635948981, 'order': 25}, {'x': 0.3542919211126251, 'y': 0.9072524674893043, 'order': 26}, {'x': 0.27360238906634626, 'y': 0.8508586445736513, 'order': 27}, {'x': 0.2211125637514461, 'y': 0.7678296583881905, 'order': 28}, {'x': 0.20174243059927136, 'y': 0.6727298212633681, 'order': 29}, {'x': 0.1591610246530423, 'y': 0.5891582900524859, 'order': 30}]",3d1d7acc-66c8-4206-a01f-0342a650db6b,/Users/log/Github/sketchvlm/datasets/connect_dots_dataset/outlines_gt/Man-Head-Silhouette.png,outlines,outlines_gt,,,,,,
liftarn-Su-27-silhouette,30,1.0,1.0,"[{'x': 0.06138997057517636, 'y': 0.6471311180687415, 'order': 1}, {'x': 0.17609790683096505, 'y': 0.6464280576498135, 'order': 2}, {'x': 0.2904544262240718, 'y': 0.6346061719161126, 'order': 3}, {'x': 0.3626703279027557, 'y': 0.6241147544750566, 'order': 4}, {'x': 0.4776239340938954, 'y': 0.6257996680215001, 'order': 5}, {'x': 0.5826287438004766, 'y': 0.6632956260764462, 'order': 6}, {'x': 0.68197851037222, 'y': 0.7211471117284735, 'order': 7}, {'x': 0.7639366035700873, 'y': 0.7769528287316178, 'order': 8}, {'x': 0.7725636715707138, 'y': 0.7784624602525384, 'order': 9}, {'x': 0.8335910266506057, 'y': 0.731795973405546, 'order': 10}, {'x': 0.7711424616852045, 'y': 0.6352695664291714, 'order': 11}, {'x': 0.8189113194575875, 'y': 0.5923294499028097, 'order': 12}, {'x': 0.9173464466588916, 'y': 0.6270524614449506, 'order': 13}, {'x': 0.904190111193707, 'y': 0.5299577365574502, 'order': 14}, {'x': 0.8867302664238137, 'y': 0.475741876864154, 'order': 15}, {'x': 0.9493407310728892, 'y': 0.4255570652671362, 'order': 16}, {'x': 0.8381950020395157, 'y': 0.4309026720106456, 'order': 17}, {'x': 0.8389966177294838, 'y': 0.38071568534520317, 'order': 18}, {'x': 0.8281518593423146, 'y': 0.31230842669478887, 'order': 19}, {'x': 0.7583063139468202, 'y': 0.2986895021081331, 'order': 20}, {'x': 0.6915949161174876, 'y': 0.38943532899708205, 'order': 21}, {'x': 0.6656463263527107, 'y': 0.3104518356817916, 'order': 22}, {'x': 0.6465619477176494, 'y': 0.20993204824426628, 'order': 23}, {'x': 0.5347642762022067, 'y': 0.2359863461350583, 'order': 24}, {'x': 0.5624212191390109, 'y': 0.26607674418968463, 'order': 25}, {'x': 0.5130424682308506, 'y': 0.3698982711903821, 'order': 26}, {'x': 0.4624752343554913, 'y': 0.4726042677294245, 'order': 27}, {'x': 0.3611907248545711, 'y': 0.5267530947021537, 'order': 28}, {'x': 0.2539149784388456, 'y': 0.5680941728322126, 'order': 29}, {'x': 0.14663923202312043, 'y': 0.6094352509622715, 'order': 30}]",8e497ddc-a3e4-480c-84eb-3160cfdc34b8,/Users/log/Github/sketchvlm/datasets/connect_dots_dataset/outlines_gt/liftarn-Su-27-silhouette.png,outlines,outlines_gt,,,,,,
maple_leaf_clipart,30,1.0,1.0,"[{'x': 0.06600932949879994, 'y': 0.5048664628000833, 'order': 1}, {'x': 0.2151237832348709, 'y': 0.5561364424883005, 'order': 2}, {'x': 0.17062702427455012, 'y': 0.6601737479819998, 'order': 3}, {'x': 0.25028496971979486, 'y': 0.6601568291805653, 'order': 4}, {'x': 0.40158856644064483, 'y': 0.6180521940439861, 'order': 5}, {'x': 0.46300984002110657, 'y': 0.7031049989311612, 'order': 6}, {'x': 0.4435891263386335, 'y': 0.8595868413612028, 'order': 7}, {'x': 0.49894098181955127, 'y': 0.9494032438677792, 'order': 8}, {'x': 0.5565611119003426, 'y': 0.860352238437235, 'order': 9}, {'x': 0.5371885923101761, 'y': 0.7038644222502692, 'order': 10}, {'x': 0.5972436526158209, 'y': 0.6171882793089888, 'order': 11}, {'x': 0.7485184052159657, 'y': 0.6593723667527193, 'order': 12}, {'x': 0.8296591266100303, 'y': 0.6605124207976469, 'order': 13}, {'x': 0.7837703463417774, 'y': 0.5562539444603258, 'order': 14}, {'x': 0.9327141769032594, 'y': 0.5044903813303628, 'order': 15}, {'x': 0.8123539450710671, 'y': 0.4528723285824742, 'order': 16}, {'x': 0.8105592597168719, 'y': 0.36130512639681545, 'order': 17}, {'x': 0.7772869564313228, 'y': 0.3306360056281979, 'order': 18}, {'x': 0.6266137689597325, 'y': 0.3771260229156548, 'order': 19}, {'x': 0.6642975546323023, 'y': 0.23525251954811185, 'order': 20}, {'x': 0.6508771054315071, 'y': 0.17572321664704083, 'order': 21}, {'x': 0.551983547933972, 'y': 0.19989479651549857, 'order': 22}, {'x': 0.4994206021186566, 'y': 0.051231190150478834, 'order': 23}, {'x': 0.4478558525250641, 'y': 0.2002439672187126, 'order': 24}, {'x': 0.349793168630003, 'y': 0.1772929639931268, 'order': 25}, {'x': 0.3353436515404558, 'y': 0.23524551487919837, 'order': 26}, {'x': 0.3726471248023845, 'y': 0.37699725272886786, 'order': 27}, {'x': 0.22190139484582305, 'y': 0.330742998545058, 'order': 28}, {'x': 0.18926668592620544, 'y': 0.36137728007203035, 'order': 29}, {'x': 0.18879965513909208, 'y': 0.45289552022132423, 'order': 30}]",764f4282-6330-4952-ab08-a5c6bb7afed0,/Users/log/Github/sketchvlm/datasets/connect_dots_dataset/outlines_gt/maple_leaf_clipart.png,outlines,outlines_gt,,,,,,
cartoon-elephant-silhouette,30,1.0,1.0,"[{'x': 0.057480702332228, 'y': 0.5510725704680253, 'order': 1}, {'x': 0.1146362183233474, 'y': 0.6602255118563469, 'order': 2}, {'x': 0.21357684592358486, 'y': 0.7344602772361571, 'order': 3}, {'x': 0.33149263909928967, 'y': 0.7730087961854759, 'order': 4}, {'x': 0.4556405838200479, 'y': 0.782512343114904, 'order': 5}, {'x': 0.5715289294768456, 'y': 0.8171308048809248, 'order': 6}, {'x': 0.6923990501201569, 'y': 0.8421676692350829, 'order': 7}, {'x': 0.8128014696144729, 'y': 0.812282896073715, 'order': 8}, {'x': 0.901925043523164, 'y': 0.726665612352063, 'order': 9}, {'x': 0.9456148559822757, 'y': 0.6107877965569898, 'order': 10}, {'x': 0.9340071094257429, 'y': 0.48826500174969073, 'order': 11}, {'x': 0.8767770972608954, 'y': 0.37833240901409937, 'order': 12}, {'x': 0.846941377698829, 'y': 0.2825759887044467, 'order': 13}, {'x': 0.9137827601757268, 'y': 0.2297874734248444, 'order': 14}, {'x': 0.7967862069879235, 'y': 0.24419498066020995, 'order': 15}, {'x': 0.7781058739809267, 'y': 0.3524067401445785, 'order': 16}, {'x': 0.7880856666501064, 'y': 0.45026961011814814, 'order': 17}, {'x': 0.6834163409780569, 'y': 0.38493564424684856, 'order': 18}, {'x': 0.6696694909598389, 'y': 0.2814206793966969, 'order': 19}, {'x': 0.6802860202941231, 'y': 0.169324116575336, 'order': 20}, {'x': 0.5597368457256661, 'y': 0.16567070739221967, 'order': 21}, {'x': 0.5448931287452714, 'y': 0.2730047602709626, 'order': 22}, {'x': 0.4664226716902902, 'y': 0.3299755691593895, 'order': 23}, {'x': 0.3451380248648525, 'y': 0.31424387974100637, 'order': 24}, {'x': 0.3711613152793427, 'y': 0.21143740322961496, 'order': 25}, {'x': 0.2800858843043211, 'y': 0.16416343789768034, 'order': 26}, {'x': 0.17532646644453215, 'y': 0.2097149458874087, 'order': 27}, {'x': 0.19326586622824082, 'y': 0.3329217074032471, 'order': 28}, {'x': 0.15441036203592143, 'y': 0.44990613780617444, 'order': 29}, {'x': 0.09339915815078037, 'y': 0.5271029481404156, 'order': 30}]",95bb477c-6e0b-4aa2-9f02-bddcc12f3839,/Users/log/Github/sketchvlm/datasets/connect_dots_dataset/outlines_gt/cartoon-elephant-silhouette.png,outlines,outlines_gt,,,,,,
