image,type,reasoning,prediction,gold,num_lines,correct
run_095.png,direct_vqa,high,3.0,3,2,True
run_096.png,direct_vqa,high,3.0,3,3,True
run_097.png,direct_vqa,high,1.0,1,1,True
run_098.png,direct_vqa,high,3.0,3,2,True
run_099.png,direct_vqa,high,2.0,3,3,False
run_103.png,direct_vqa,high,2.0,2,1,True
run_107.png,direct_vqa,high,2.0,2,2,True
run_110.png,direct_vqa,high,3.0,3,2,True
run_113.png,direct_vqa,high,2.0,2,2,True
run_114.png,direct_vqa,high,2.0,2,3,True
run_001_1.png,paths,med,1.0,1,1,True
run_004.png,paths,med,3.0,3,1,True
run_006_1.png,paths,med,2.0,2,3,True
run_007.png,paths,med,1.0,1,1,True
run_008.png,paths,med,3.0,3,2,True
run_009.png,paths,med,2.0,2,3,True
run_010.png,paths,med,3.0,4,1,False
run_011.png,paths,med,3.0,3,2,True
run_011_2.png,paths,med,2.0,2,2,True
run_012.png,paths,med,3.0,3,3,True
run_012_1.png,paths,med,2.0,3,3,False
run_013.png,paths,med,1.0,1,1,True
run_014.png,paths,med,2.0,2,2,True
run_015.png,paths,med,2.0,2,3,True
run_016.png,paths,med,1.0,1,1,True
run_016_1.png,paths,med,1.0,1,1,True
run_017.png,paths,med,3.0,3,2,True
run_018.png,paths,med,2.0,2,3,True
run_019.png,paths,med,4.0,4,1,True
run_020.png,paths,med,2.0,2,2,True
run_021.png,paths,med,2.0,3,3,False
run_022.png,paths,med,3.0,4,1,False
run_023.png,paths,med,3.0,4,2,False
run_023_1.png,paths,med,4.0,3,2,False
run_024_1.png,paths,med,3.0,2,3,False
run_025.png,paths,med,3.0,4,1,False
run_026.png,paths,med,4.0,4,2,True
run_027.png,paths,med,3.0,2,3,False
run_028.png,paths,med,4.0,4,1,True
run_029.png,paths,med,1.0,2,2,False
run_030.png,paths,med,4.0,2,3,False
run_031.png,paths,med,3.0,3,1,True
run_032.png,paths,med,2.0,2,2,True
run_033_1.png,paths,med,3.0,2,3,False
run_034.png,paths,med,3.0,4,1,False
run_035.png,paths,med,3.0,3,2,True
run_036_1.png,paths,med,2.0,2,3,True
run_037.png,paths,med,4.0,4,1,True
run_038.png,paths,med,2.0,2,2,True
run_039.png,paths,med,3.0,3,3,True
run_040.png,paths,med,3.0,3,1,True
run_042.png,paths,med,3.0,3,3,True
run_042_1.png,paths,med,3.0,3,3,True
run_043.png,paths,med,1.0,1,1,True
run_044.png,paths,med,2.0,1,2,False
run_045.png,paths,med,3.0,2,3,False
run_045_1.png,paths,med,3.0,3,3,True
run_046.png,paths,med,3.0,3,1,True
run_047.png,paths,med,2.0,1,2,False
run_047_1.png,paths,med,1.0,2,2,False
run_048.png,paths,med,3.0,3,3,True
run_049.png,paths,med,1.0,1,1,True
run_050.png,paths,med,4.0,3,2,False
run_050_1.png,paths,med,3.0,3,2,True
run_051.png,paths,med,2.0,2,3,True
run_052.png,paths,med,4.0,4,1,True
run_054.png,paths,med,3.0,3,3,True
run_055.png,paths,med,3.0,3,1,True
run_056.png,paths,med,2.0,2,2,True
run_058.png,paths,med,1.0,2,1,False
run_061.png,paths,med,3.0,2,1,False
run_062.png,paths,med,3.0,3,2,True
run_063.png,paths,med,3.0,2,3,False
run_064.png,paths,med,4.0,4,1,True
run_065.png,paths,med,2.0,2,2,True
run_066.png,paths,med,3.0,3,3,True
run_068.png,paths,med,3.0,3,2,True
run_069.png,paths,med,4.0,3,3,False
run_070.png,paths,med,4.0,4,1,True
run_071.png,paths,med,3.0,3,2,True
run_072.png,paths,med,3.0,3,3,True
run_073.png,paths,med,1.0,1,1,True
run_074.png,paths,med,2.0,2,2,True
run_075.png,paths,med,3.0,3,3,True
run_076.png,paths,med,1.0,1,1,True
run_078.png,paths,med,2.0,2,3,True
run_079.png,paths,med,1.0,1,1,True
run_080.png,paths,med,2.0,2,2,True
run_082.png,paths,med,1.0,1,1,True
run_084.png,paths,med,2.0,2,3,True
run_085.png,paths,med,3.0,3,1,True
run_086.png,paths,med,2.0,3,2,False
run_087.png,paths,med,2.0,2,3,True
run_088.png,paths,med,4.0,4,1,True
run_089.png,paths,med,2.0,2,2,True
run_090.png,paths,med,2.0,3,3,False
run_092.png,paths,med,3.0,4,2,False
run_093.png,paths,med,2.0,2,3,True
run_094.png,paths,med,3.0,3,1,True
run_095.png,paths,med,3.0,3,2,True
run_096.png,paths,med,3.0,3,3,True
run_097.png,paths,med,2.0,1,1,False
run_098.png,paths,med,3.0,3,2,True
run_099.png,paths,med,3.0,3,3,True
run_103.png,paths,med,3.0,2,1,False
run_107.png,paths,med,1.0,2,2,False
run_110.png,paths,med,3.0,3,2,True
run_113.png,paths,med,2.0,2,2,True
run_114.png,paths,med,2.0,2,3,True
run_001_1.png,paths,high,1.0,1,1,True
run_004.png,paths,high,3.0,3,1,True
run_006_1.png,paths,high,2.0,2,3,True
run_007.png,paths,high,1.0,1,1,True
run_008.png,paths,high,3.0,3,2,True
run_009.png,paths,high,2.0,2,3,True
run_010.png,paths,high,4.0,4,1,True
run_011.png,paths,high,3.0,3,2,True
run_011_2.png,paths,high,2.0,2,2,True
run_012.png,paths,high,3.0,3,3,True
run_012_1.png,paths,high,3.0,3,3,True
run_013.png,paths,high,1.0,1,1,True
run_014.png,paths,high,2.0,2,2,True
run_015.png,paths,high,3.0,2,3,False
run_016.png,paths,high,1.0,1,1,True
run_016_1.png,paths,high,1.0,1,1,True
run_017.png,paths,high,3.0,3,2,True
run_018.png,paths,high,2.0,2,3,True
run_019.png,paths,high,3.0,4,1,False
run_020.png,paths,high,2.0,2,2,True
run_021.png,paths,high,3.0,3,3,True
run_022.png,paths,high,3.0,4,1,False
run_023.png,paths,high,3.0,4,2,False
run_023_1.png,paths,high,3.0,3,2,True
run_024_1.png,paths,high,3.0,2,3,False
run_025.png,paths,high,3.0,4,1,False
run_026.png,paths,high,3.0,4,2,False
run_027.png,paths,high,3.0,2,3,False
run_028.png,paths,high,4.0,4,1,True
run_029.png,paths,high,2.0,2,2,True
run_030.png,paths,high,3.0,2,3,False
run_031.png,paths,high,3.0,3,1,True
run_032.png,paths,high,1.0,2,2,False
run_033_1.png,paths,high,2.0,2,3,True
run_034.png,paths,high,3.0,4,1,False
run_035.png,paths,high,3.0,3,2,True
run_036_1.png,paths,high,2.0,2,3,True
run_037.png,paths,high,4.0,4,1,True
run_038.png,paths,high,2.0,2,2,True
run_039.png,paths,high,3.0,3,3,True
run_040.png,paths,high,3.0,3,1,True
run_042.png,paths,high,3.0,3,3,True
run_042_1.png,paths,high,3.0,3,3,True
run_043.png,paths,high,1.0,1,1,True
run_044.png,paths,high,2.0,1,2,False
run_045.png,paths,high,3.0,2,3,False
run_045_1.png,paths,high,3.0,3,3,True
run_046.png,paths,high,3.0,3,1,True
run_047.png,paths,high,2.0,1,2,False
run_047_1.png,paths,high,1.0,2,2,False
run_048.png,paths,high,2.0,3,3,False
run_049.png,paths,high,2.0,1,1,False
run_050.png,paths,high,3.0,3,2,True
run_050_1.png,paths,high,3.0,3,2,True
run_051.png,paths,high,3.0,2,3,False
run_052.png,paths,high,4.0,4,1,True
run_054.png,paths,high,3.0,3,3,True
run_055.png,paths,high,3.0,3,1,True
run_056.png,paths,high,2.0,2,2,True
run_058.png,paths,high,3.0,2,1,False
run_061.png,paths,high,4.0,2,1,False
run_062.png,paths,high,3.0,3,2,True
run_063.png,paths,high,3.0,2,3,False
run_064.png,paths,high,4.0,4,1,True
run_065.png,paths,high,2.0,2,2,True
run_066.png,paths,high,3.0,3,3,True
run_068.png,paths,high,3.0,3,2,True
run_069.png,paths,high,3.0,3,3,True
run_070.png,paths,high,4.0,4,1,True
run_071.png,paths,high,3.0,3,2,True
run_072.png,paths,high,4.0,3,3,False
run_073.png,paths,high,2.0,1,1,False
run_074.png,paths,high,2.0,2,2,True
run_075.png,paths,high,3.0,3,3,True
run_076.png,paths,high,1.0,1,1,True
run_078.png,paths,high,3.0,2,3,False
run_079.png,paths,high,1.0,1,1,True
run_080.png,paths,high,2.0,2,2,True
run_082.png,paths,high,2.0,1,1,False
run_084.png,paths,high,4.0,2,3,False
run_085.png,paths,high,3.0,3,1,True
run_086.png,paths,high,3.0,3,2,True
run_087.png,paths,high,2.0,2,3,True
run_088.png,paths,high,4.0,4,1,True
run_089.png,paths,high,2.0,2,2,True
run_090.png,paths,high,3.0,3,3,True
run_092.png,paths,high,3.0,4,2,False
run_093.png,paths,high,3.0,2,3,False
run_094.png,paths,high,4.0,3,1,False
run_095.png,paths,high,3.0,3,2,True
run_096.png,paths,high,3.0,3,3,True
run_097.png,paths,high,1.0,1,1,True
run_098.png,paths,high,3.0,3,2,True
run_099.png,paths,high,2.0,3,3,False
run_103.png,paths,high,3.0,2,1,False
run_107.png,paths,high,2.0,2,2,True
run_110.png,paths,high,3.0,3,2,True
run_113.png,paths,high,2.0,2,2,True
run_114.png,paths,high,1.0,2,3,False
run_004.png,paths,low,3.0,3,1,True
run_006_1.png,paths,low,1.0,2,3,False
run_007.png,paths,low,4.0,1,1,False
run_008.png,paths,low,3.0,3,2,True
run_009.png,paths,low,2.0,2,3,True
run_010.png,paths,low,3.0,4,1,False
run_011.png,paths,low,3.0,3,2,True
run_011_2.png,paths,low,2.0,2,2,True
run_012.png,paths,low,3.0,3,3,True
run_012_1.png,paths,low,3.0,3,3,True
run_013.png,paths,low,1.0,1,1,True
run_014.png,paths,low,2.0,2,2,True
run_015.png,paths,low,3.0,2,3,False
run_016.png,paths,low,2.0,1,1,False
run_017.png,paths,low,3.0,3,2,True
run_018.png,paths,low,2.0,2,3,True
run_019.png,paths,low,3.0,4,1,False
run_021.png,paths,low,2.0,3,3,False
run_022.png,paths,low,3.0,4,1,False
run_023.png,paths,low,3.0,4,2,False
run_023_1.png,paths,low,3.0,3,2,True
run_024_1.png,paths,low,3.0,2,3,False
run_025.png,paths,low,3.0,4,1,False
run_027.png,paths,low,2.0,2,3,True
run_028.png,paths,low,4.0,4,1,True
run_029.png,paths,low,1.0,2,2,False
run_030.png,paths,low,3.0,2,3,False
run_031.png,paths,low,4.0,3,1,False
run_032.png,paths,low,4.0,2,2,False
run_033_1.png,paths,low,2.0,2,3,True
run_034.png,paths,low,3.0,4,1,False
run_035.png,paths,low,2.0,3,2,False
run_036_1.png,paths,low,2.0,2,3,True
run_037.png,paths,low,4.0,4,1,True
run_038.png,paths,low,2.0,2,2,True
run_039.png,paths,low,3.0,3,3,True
run_040.png,paths,low,3.0,3,1,True
run_042.png,paths,low,3.0,3,3,True
run_042_1.png,paths,low,2.0,3,3,False
run_043.png,paths,low,4.0,1,1,False
run_044.png,paths,low,1.0,1,2,True
run_045.png,paths,low,3.0,2,3,False
run_045_1.png,paths,low,2.0,3,3,False
run_046.png,paths,low,3.0,3,1,True
run_047.png,paths,low,1.0,1,2,True
run_047_1.png,paths,low,2.0,2,2,True
run_048.png,paths,low,1.0,3,3,False
run_049.png,paths,low,2.0,1,1,False
run_050.png,paths,low,3.0,3,2,True
run_050_1.png,paths,low,3.0,3,2,True
run_051.png,paths,low,2.0,2,3,True
run_052.png,paths,low,4.0,4,1,True
run_054.png,paths,low,3.0,3,3,True
run_055.png,paths,low,3.0,3,1,True
run_056.png,paths,low,2.0,2,2,True
run_058.png,paths,low,2.0,2,1,True
run_061.png,paths,low,2.0,2,1,True
run_062.png,paths,low,2.0,3,2,False
run_063.png,paths,low,3.0,2,3,False
run_064.png,paths,low,4.0,4,1,True
run_065.png,paths,low,3.0,2,2,False
run_066.png,paths,low,3.0,3,3,True
run_068.png,paths,low,3.0,3,2,True
run_069.png,paths,low,3.0,3,3,True
run_070.png,paths,low,4.0,4,1,True
run_071.png,paths,low,3.0,3,2,True
run_072.png,paths,low,3.0,3,3,True
run_073.png,paths,low,1.0,1,1,True
run_074.png,paths,low,2.0,2,2,True
run_076.png,paths,low,1.0,1,1,True
run_078.png,paths,low,2.0,2,3,True
run_079.png,paths,low,1.0,1,1,True
run_080.png,paths,low,1.0,2,2,False
run_084.png,paths,low,2.0,2,3,True
run_087.png,paths,low,4.0,2,3,False
run_089.png,paths,low,3.0,2,2,False
run_090.png,paths,low,2.0,3,3,False
run_093.png,paths,low,2.0,2,3,True
run_094.png,paths,low,3.0,3,1,True
run_095.png,paths,low,3.0,3,2,True
run_096.png,paths,low,1.0,3,3,False
run_097.png,paths,low,2.0,1,1,False
run_098.png,paths,low,3.0,3,2,True
run_099.png,paths,low,3.0,3,3,True
run_103.png,paths,low,2.0,2,1,True
run_107.png,paths,low,2.0,2,2,True
run_110.png,paths,low,3.0,3,2,True
run_113.png,paths,low,2.0,2,2,True
run_114.png,paths,low,2.0,2,3,True
run_001_1.png,paths,gemini3pro,1.0,1,1,True
run_004.png,paths,gemini3pro,4.0,3,1,False
run_006_1.png,paths,gemini3pro,2.0,2,3,True
run_007.png,paths,gemini3pro,1.0,1,1,True
run_008.png,paths,gemini3pro,3.0,3,2,True
run_009.png,paths,gemini3pro,2.0,2,3,True
run_010.png,paths,gemini3pro,3.0,4,1,False
run_011.png,paths,gemini3pro,,3,2,False
run_011_2.png,paths,gemini3pro,2.0,2,2,True
run_012.png,paths,gemini3pro,3.0,3,3,True
run_012_1.png,paths,gemini3pro,,3,3,False
run_013.png,paths,gemini3pro,1.0,1,1,True
run_014.png,paths,gemini3pro,2.0,2,2,True
run_015.png,paths,gemini3pro,3.0,2,3,False
run_016.png,paths,gemini3pro,1.0,1,1,True
run_016_1.png,paths,gemini3pro,1.0,1,1,True
run_017.png,paths,gemini3pro,2.0,3,2,False
run_018.png,paths,gemini3pro,2.0,2,3,True
run_019.png,paths,gemini3pro,4.0,4,1,True
run_020.png,paths,gemini3pro,2.0,2,2,True
run_021.png,paths,gemini3pro,2.0,3,3,False
run_022.png,paths,gemini3pro,,4,1,False
run_023.png,paths,gemini3pro,3.0,4,2,False
run_023_1.png,paths,gemini3pro,3.0,3,2,True
run_024_1.png,paths,gemini3pro,2.0,2,3,True
run_025.png,paths,gemini3pro,4.0,4,1,True
run_026.png,paths,gemini3pro,3.0,4,2,False
run_027.png,paths,gemini3pro,3.0,2,3,False
run_028.png,paths,gemini3pro,4.0,4,1,True
run_029.png,paths,gemini3pro,2.0,2,2,True
run_030.png,paths,gemini3pro,2.0,2,3,True
run_031.png,paths,gemini3pro,3.0,3,1,True
run_032.png,paths,gemini3pro,2.0,2,2,True
run_033_1.png,paths,gemini3pro,2.0,2,3,True
run_034.png,paths,gemini3pro,4.0,4,1,True
run_035.png,paths,gemini3pro,,3,2,False
run_036_1.png,paths,gemini3pro,4.0,2,3,False
run_037.png,paths,gemini3pro,4.0,4,1,True
run_038.png,paths,gemini3pro,2.0,2,2,True
run_039.png,paths,gemini3pro,3.0,3,3,True
run_040.png,paths,gemini3pro,3.0,3,1,True
run_042.png,paths,gemini3pro,3.0,3,3,True
run_042_1.png,paths,gemini3pro,3.0,3,3,True
run_043.png,paths,gemini3pro,1.0,1,1,True
run_044.png,paths,gemini3pro,1.0,1,2,True
run_045.png,paths,gemini3pro,3.0,2,3,False
run_045_1.png,paths,gemini3pro,3.0,3,3,True
run_046.png,paths,gemini3pro,3.0,3,1,True
run_047.png,paths,gemini3pro,1.0,1,2,True
run_047_1.png,paths,gemini3pro,2.0,2,2,True
run_048.png,paths,gemini3pro,2.0,3,3,False
run_049.png,paths,gemini3pro,1.0,1,1,True
run_050.png,paths,gemini3pro,3.0,3,2,True
run_050_1.png,paths,gemini3pro,3.0,3,2,True
run_051.png,paths,gemini3pro,3.0,2,3,False
run_052.png,paths,gemini3pro,4.0,4,1,True
run_054.png,paths,gemini3pro,2.0,3,3,False
run_055.png,paths,gemini3pro,3.0,3,1,True
run_056.png,paths,gemini3pro,2.0,2,2,True
run_058.png,paths,gemini3pro,2.0,2,1,True
run_061.png,paths,gemini3pro,4.0,2,1,False
run_062.png,paths,gemini3pro,,3,2,False
run_063.png,paths,gemini3pro,2.0,2,3,True
run_064.png,paths,gemini3pro,4.0,4,1,True
run_065.png,paths,gemini3pro,3.0,2,2,False
run_066.png,paths,gemini3pro,3.0,3,3,True
run_068.png,paths,gemini3pro,4.0,3,2,False
run_069.png,paths,gemini3pro,3.0,3,3,True
run_070.png,paths,gemini3pro,4.0,4,1,True
run_071.png,paths,gemini3pro,3.0,3,2,True
run_072.png,paths,gemini3pro,3.0,3,3,True
run_073.png,paths,gemini3pro,1.0,1,1,True
run_074.png,paths,gemini3pro,2.0,2,2,True
run_075.png,paths,gemini3pro,3.0,3,3,True
run_076.png,paths,gemini3pro,1.0,1,1,True
run_078.png,paths,gemini3pro,2.0,2,3,True
run_079.png,paths,gemini3pro,1.0,1,1,True
run_080.png,paths,gemini3pro,2.0,2,2,True
run_082.png,paths,gemini3pro,1.0,1,1,True
run_084.png,paths,gemini3pro,2.0,2,3,True
run_085.png,paths,gemini3pro,4.0,3,1,False
run_086.png,paths,gemini3pro,3.0,3,2,True
run_087.png,paths,gemini3pro,3.0,2,3,False
run_088.png,paths,gemini3pro,4.0,4,1,True
run_089.png,paths,gemini3pro,2.0,2,2,True
run_090.png,paths,gemini3pro,3.0,3,3,True
run_092.png,paths,gemini3pro,3.0,4,2,False
run_093.png,paths,gemini3pro,2.0,2,3,True
run_094.png,paths,gemini3pro,3.0,3,1,True
run_095.png,paths,gemini3pro,3.0,3,2,True
run_096.png,paths,gemini3pro,2.0,3,3,False
run_097.png,paths,gemini3pro,2.0,1,1,False
run_098.png,paths,gemini3pro,3.0,3,2,True
run_099.png,paths,gemini3pro,2.0,3,3,False
run_103.png,paths,gemini3pro,2.0,2,1,True
run_107.png,paths,gemini3pro,2.0,2,2,True
run_110.png,paths,gemini3pro,3.0,3,2,True
run_113.png,paths,gemini3pro,2.0,2,2,True
run_114.png,paths,gemini3pro,2.0,2,3,True
